Complexity metrics,Sun, 16 Jun 2019 17:13:20 EDT
Method,ev(G),iv(G),v(G)
"org.apache.commons.collections4.comparators.TransformingComparator.TransformingComparator(Transformer<? super I, ? extends O>,Comparator<O>)",1,1,1
"org.apache.commons.collections4.comparators.TransformingComparator.compare(I,I)",1,1,1
"org.apache.commons.collections4.comparators.TransformingComparator.equals(Object)",4,5,7
"org.apache.commons.collections4.comparators.TransformingComparator.hashCode()",1,3,3
"org.apache.commons.collections4.comparators.TransformingComparatorTest.TransformingComparatorTest(String)",1,1,1
"org.apache.commons.collections4.comparators.TransformingComparatorTest.getComparableObjectsOrdered()",1,1,1
"org.apache.commons.collections4.comparators.TransformingComparatorTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.comparators.TransformingComparatorTest.makeObject()",1,1,1
"org.apache.commons.collections4.comparators.TransformingComparatorTest.testEquals()",1,3,3
"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest.AbstractAnyAllOnePredicateTest(T)",1,1,1
"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest.singleElementArrayToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest.singleValues()",1,1,1
"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest.singletonCollectionToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractClosureTest.closureSanityTests()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.AbstractCompositePredicateTest(T)",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.getPredicateInstance(Boolean...)",1,2,2
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.nullArrayToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.nullCollectionToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.nullElementInArrayToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.nullElementsInArrayToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.nullElementsInCollectionToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.singleElementArrayToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.singletonCollectionToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AbstractMockPredicateTest.AbstractMockPredicateTest(T)",1,1,1
"org.apache.commons.collections4.functors.AbstractMockPredicateTest.createMockPredicate(Boolean)",1,2,2
"org.apache.commons.collections4.functors.AbstractMockPredicateTest.createVerifyList()",1,1,1
"org.apache.commons.collections4.functors.AbstractMockPredicateTest.getTestValue()",1,1,1
"org.apache.commons.collections4.functors.AbstractMockPredicateTest.verifyPredicates()",1,2,2
"org.apache.commons.collections4.functors.AbstractPredicateTest.assertFalse(Predicate<T>,T)",1,1,1
"org.apache.commons.collections4.functors.AbstractPredicateTest.assertTrue(Predicate<T>,T)",1,1,1
"org.apache.commons.collections4.functors.AbstractPredicateTest.initialiseTestObjects()",1,1,1
"org.apache.commons.collections4.functors.AbstractPredicateTest.predicateSanityTests()",1,1,1
"org.apache.commons.collections4.functors.AbstractQuantifierPredicate.AbstractQuantifierPredicate(Predicate<? super T>...)",1,1,1
"org.apache.commons.collections4.functors.AbstractQuantifierPredicate.getPredicates()",1,1,1
"org.apache.commons.collections4.functors.AllPredicate.AllPredicate(Predicate<? super T>...)",1,1,1
"org.apache.commons.collections4.functors.AllPredicate.allPredicate(Collection<? extends Predicate<? super T>>)",3,3,3
"org.apache.commons.collections4.functors.AllPredicate.allPredicate(Predicate<? super T>...)",3,3,3
"org.apache.commons.collections4.functors.AllPredicate.evaluate(T)",3,2,3
"org.apache.commons.collections4.functors.AllPredicateTest.AllPredicateTest()",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.allTrue()",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.emptyArrayToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.emptyCollectionToGetInstance()",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.getPredicateInstance(Collection<Predicate<Integer>>)",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.getPredicateInstance(Predicate<? super Integer>...)",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.oneFalsePredicate()",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.oneTruePredicate()",1,1,1
"org.apache.commons.collections4.functors.AllPredicateTest.trueAndFalseCombined()",1,1,1
"org.apache.commons.collections4.functors.AndPredicate.AndPredicate(Predicate<? super T>,Predicate<? super T>)",1,1,1
"org.apache.commons.collections4.functors.AndPredicate.andPredicate(Predicate<? super T>,Predicate<? super T>)",2,1,3
"org.apache.commons.collections4.functors.AndPredicate.evaluate(T)",1,2,2
"org.apache.commons.collections4.functors.AndPredicate.getPredicates()",1,1,1
"org.apache.commons.collections4.functors.AnyPredicate.AnyPredicate(Predicate<? super T>...)",1,1,1
"org.apache.commons.collections4.functors.AnyPredicate.anyPredicate(Collection<? extends Predicate<? super T>>)",3,2,3
"org.apache.commons.collections4.functors.AnyPredicate.anyPredicate(Predicate<? super T>...)",3,2,3
"org.apache.commons.collections4.functors.AnyPredicate.evaluate(T)",3,2,3
"org.apache.commons.collections4.functors.CatchAndRethrowClosure.execute(E)",1,1,3
"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.generateClosure()",1,1,1
"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.generateIOExceptionClosure()",1,1,1
"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.generateNoExceptionClosure()",1,1,1
"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.generateNullPointerExceptionClosure()",1,1,1
"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.testThrowingClosure()",1,7,7
"org.apache.commons.collections4.functors.ChainedClosure.ChainedClosure(Closure<? super E>...)",1,1,1
"org.apache.commons.collections4.functors.ChainedClosure.ChainedClosure(boolean,Closure<? super E>...)",1,2,2
"org.apache.commons.collections4.functors.ChainedClosure.chainedClosure(Closure<? super E>...)",2,2,2
"org.apache.commons.collections4.functors.ChainedClosure.chainedClosure(Collection<? extends Closure<? super E>>)",3,2,4
"org.apache.commons.collections4.functors.ChainedClosure.execute(E)",1,2,2
"org.apache.commons.collections4.functors.ChainedClosure.getClosures()",1,1,1
"org.apache.commons.collections4.functors.ChainedTransformer.ChainedTransformer(Transformer<? super T, ? extends T>...)",1,1,1
"org.apache.commons.collections4.functors.ChainedTransformer.ChainedTransformer(boolean,Transformer<? super T, ? extends T>[])",1,2,2
"org.apache.commons.collections4.functors.ChainedTransformer.chainedTransformer(Collection<? extends Transformer<? super T, ? extends T>>)",3,2,3
"org.apache.commons.collections4.functors.ChainedTransformer.chainedTransformer(Transformer<? super T, ? extends T>...)",2,2,2
"org.apache.commons.collections4.functors.ChainedTransformer.getTransformers()",1,1,1
"org.apache.commons.collections4.functors.ChainedTransformer.transform(T)",1,2,2
"org.apache.commons.collections4.functors.CloneTransformer.CloneTransformer()",1,1,1
"org.apache.commons.collections4.functors.CloneTransformer.cloneTransformer()",1,1,1
"org.apache.commons.collections4.functors.CloneTransformer.transform(T)",2,1,2
"org.apache.commons.collections4.functors.ClosureTransformer.ClosureTransformer(Closure<? super T>)",1,1,1
"org.apache.commons.collections4.functors.ClosureTransformer.closureTransformer(Closure<? super T>)",2,1,2
"org.apache.commons.collections4.functors.ClosureTransformer.getClosure()",1,1,1
"org.apache.commons.collections4.functors.ClosureTransformer.transform(T)",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicate.ComparatorPredicate(T,Comparator<T>,Criterion)",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicate.comparatorPredicate(T,Comparator<T>)",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicate.comparatorPredicate(T,Comparator<T>,Criterion)",3,1,3
"org.apache.commons.collections4.functors.ComparatorPredicate.evaluate(T)",2,2,7
"org.apache.commons.collections4.functors.ComparatorPredicateTest.TestComparator.compare(T,T)",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicateTest.compareEquals()",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicateTest.compareGreater()",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicateTest.compareGreaterOrEqual()",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicateTest.compareLess()",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicateTest.compareLessOrEqual()",1,1,1
"org.apache.commons.collections4.functors.ComparatorPredicateTest.generatePredicate()",1,1,1
"org.apache.commons.collections4.functors.ConstantFactory.ConstantFactory(T)",1,1,1
"org.apache.commons.collections4.functors.ConstantFactory.constantFactory(T)",2,1,2
"org.apache.commons.collections4.functors.ConstantFactory.create()",1,1,1
"org.apache.commons.collections4.functors.ConstantFactory.getConstant()",1,1,1
"org.apache.commons.collections4.functors.ConstantTransformer.ConstantTransformer(O)",1,1,1
"org.apache.commons.collections4.functors.ConstantTransformer.constantTransformer(O)",2,2,2
"org.apache.commons.collections4.functors.ConstantTransformer.equals(Object)",3,3,5
"org.apache.commons.collections4.functors.ConstantTransformer.getConstant()",1,1,1
"org.apache.commons.collections4.functors.ConstantTransformer.hashCode()",1,2,2
"org.apache.commons.collections4.functors.ConstantTransformer.nullTransformer()",1,1,1
"org.apache.commons.collections4.functors.ConstantTransformer.transform(I)",1,1,1
"org.apache.commons.collections4.functors.DefaultEquator.DefaultEquator()",1,1,1
"org.apache.commons.collections4.functors.DefaultEquator.defaultEquator()",1,1,1
"org.apache.commons.collections4.functors.DefaultEquator.equate(T,T)",1,3,3
"org.apache.commons.collections4.functors.DefaultEquator.hash(T)",1,2,2
"org.apache.commons.collections4.functors.DefaultEquator.readResolve()",1,1,1
"org.apache.commons.collections4.functors.EqualPredicate.EqualPredicate(T)",1,1,1
"org.apache.commons.collections4.functors.EqualPredicate.EqualPredicate(T,Equator<T>)",1,1,1
"org.apache.commons.collections4.functors.EqualPredicate.equalPredicate(T)",2,2,2
"org.apache.commons.collections4.functors.EqualPredicate.equalPredicate(T,Equator<T>)",2,2,2
"org.apache.commons.collections4.functors.EqualPredicate.evaluate(T)",2,2,2
"org.apache.commons.collections4.functors.EqualPredicate.getValue()",1,1,1
"org.apache.commons.collections4.functors.EqualPredicateTest.EqualsTestObject.EqualsTestObject(boolean)",1,1,1
"org.apache.commons.collections4.functors.EqualPredicateTest.EqualsTestObject.equals(Object)",1,1,1
"org.apache.commons.collections4.functors.EqualPredicateTest.generatePredicate()",1,1,1
"org.apache.commons.collections4.functors.EqualPredicateTest.objectFactoryUsesEqualsForTest()",1,1,1
"org.apache.commons.collections4.functors.EqualPredicateTest.testNullArgumentEqualsNullPredicate()",1,1,1
"org.apache.commons.collections4.functors.EqualPredicateTest.testPredicateTypeCanBeSuperClassOfObject()",1,1,1
"org.apache.commons.collections4.functors.ExceptionClosure.ExceptionClosure()",1,1,1
"org.apache.commons.collections4.functors.ExceptionClosure.exceptionClosure()",1,1,1
"org.apache.commons.collections4.functors.ExceptionClosure.execute(E)",1,1,1
"org.apache.commons.collections4.functors.ExceptionClosure.readResolve()",1,1,1
"org.apache.commons.collections4.functors.ExceptionFactory.ExceptionFactory()",1,1,1
"org.apache.commons.collections4.functors.ExceptionFactory.create()",1,1,1
"org.apache.commons.collections4.functors.ExceptionFactory.exceptionFactory()",1,1,1
"org.apache.commons.collections4.functors.ExceptionFactory.readResolve()",1,1,1
"org.apache.commons.collections4.functors.ExceptionPredicate.ExceptionPredicate()",1,1,1
"org.apache.commons.collections4.functors.ExceptionPredicate.evaluate(T)",1,1,1
"org.apache.commons.collections4.functors.ExceptionPredicate.exceptionPredicate()",1,1,1
"org.apache.commons.collections4.functors.ExceptionPredicate.readResolve()",1,1,1
"org.apache.commons.collections4.functors.ExceptionTransformer.ExceptionTransformer()",1,1,1
"org.apache.commons.collections4.functors.ExceptionTransformer.exceptionTransformer()",1,1,1
"org.apache.commons.collections4.functors.ExceptionTransformer.readResolve()",1,1,1
"org.apache.commons.collections4.functors.ExceptionTransformer.transform(I)",1,1,1
"org.apache.commons.collections4.functors.FactoryTransformer.FactoryTransformer(Factory<? extends O>)",1,1,1
"org.apache.commons.collections4.functors.FactoryTransformer.factoryTransformer(Factory<? extends O>)",2,1,2
"org.apache.commons.collections4.functors.FactoryTransformer.getFactory()",1,1,1
"org.apache.commons.collections4.functors.FactoryTransformer.transform(I)",1,1,1
"org.apache.commons.collections4.functors.FalsePredicate.FalsePredicate()",1,1,1
"org.apache.commons.collections4.functors.FalsePredicate.evaluate(T)",1,1,1
"org.apache.commons.collections4.functors.FalsePredicate.falsePredicate()",1,1,1
"org.apache.commons.collections4.functors.FalsePredicate.readResolve()",1,1,1
"org.apache.commons.collections4.functors.ForClosure.ForClosure(int,Closure<? super E>)",1,1,1
"org.apache.commons.collections4.functors.ForClosure.execute(E)",1,2,2
"org.apache.commons.collections4.functors.ForClosure.forClosure(int,Closure<? super E>)",3,2,4
"org.apache.commons.collections4.functors.ForClosure.getClosure()",1,1,1
"org.apache.commons.collections4.functors.ForClosure.getCount()",1,1,1
"org.apache.commons.collections4.functors.FunctorUtils.FunctorUtils()",1,1,1
"org.apache.commons.collections4.functors.FunctorUtils.coerce(Closure<? super T>)",1,1,1
"org.apache.commons.collections4.functors.FunctorUtils.coerce(Predicate<? super T>)",1,1,1
"org.apache.commons.collections4.functors.FunctorUtils.coerce(Transformer<? super I, ? extends O>)",1,1,1
"org.apache.commons.collections4.functors.FunctorUtils.copy(Closure<? super E>...)",2,1,2
"org.apache.commons.collections4.functors.FunctorUtils.copy(Predicate<? super T>...)",2,1,2
